mode_5,mode_10,acf_timescale,acf_first_min,ami2,trev,high_fluctuation,stretch_high,transition_matrix,periodicity,embedding_dist,ami_timescale,whiten_timescale,outlier_timing_pos,outlier_timing_neg,centroid_freq,stretch_decreasing,entropy_pairs,rs_range,dfa,low_freq_power,forecast_error
-0.15165492352811127,-0.45184640341158044,0.8794910366076297,3,0.18254204167993018,-0.7972542374127749,0.989100817438692,7.0,0.008075393437226993,6,0.12241276460860127,1.0,0.5,-0.09387755102040818,0.07278911564625845,0.0740490245680686,4.0,2.0560846796661023,0.1276595744680851,0.851063829787234,0.9019807032768165,1.268146335065097
-0.17774705243644617,-0.474561558222533,0.8799404125654523,4,0.18606382137929817,-0.7961316652754818,0.9877384196185286,7.0,0.008290704264391796,6,0.11855125888144716,1.0,0.5,-0.07755102040816331,0.06666666666666665,0.07624237251131678,5.0,2.0596135231070845,0.1276595744680851,0.851063829787234,0.9019807032768165,1.2664658788382375
-0.2683634935432494,-0.5648017845672819,0.8848902353045051,4,0.1831915652211238,-0.7897455821855512,0.9795640326975477,6.0,0.007206725617286243,6,0.11604136926856837,1.0,0.5,-0.06190476190476191,0.06394557823129254,0.08401086387730866,5.0,2.053604551651129,0.1276595744680851,0.8297872340425532,0.9019807032768165,1.2610966470207583
-0.3681370722096853,-0.6630219547920642,0.8953960002513461,4,0.14537329596941437,-0.7769391737800813,0.9836512261580381,6.0,0.005818342007637346,6,0.12177301549206329,1.0,0.5,-0.0496598639455782,0.04761904761904767,0.09838009096190063,4.0,2.073633944531347,0.1276595744680851,0.5319148936170213,0.9019807032768165,1.2513158474935966
-0.47512786784406635,-0.7669599686399462,0.9126256521554453,4,0.12260772375052291,-0.7566943113793687,0.9877384196185286,7.0,0.006263812684530041,6,0.12967721095013446,1.0,0.5,-0.03401360544217691,0.04761904761904767,0.12016551849213909,4.0,2.0894268444159536,0.44680851063829785,0.48936170212765956,0.9019807032768165,1.2364793133047614
-0.5846790431308626,-0.8715155256748167,0.9378119121114559,4,0.09808265699047528,-0.7283253111260526,0.9822888283378747,7.0,0.005966832233268245,6,0.13428022081109228,1.0,0.5,0.017687074829932037,0.02585034013605436,0.14978267059640454,4.0,2.1033219568568726,0.44680851063829785,0.44680851063829785,0.9019807032768165,1.2161293487443363
-0.6946239379991347,0.14459167210893947,0.9721691235776437,4,0.0883120145109438,-0.6916782844017594,0.9836512261580381,7.0,0.005862889075326617,6,0.13299561483696468,1.0,0.5,0.027210884353741527,0.008163265306122436,0.18706515326867046,5.0,2.1009293023572084,0.5957446808510638,0.3191489361702128,0.8958447801252735,1.190112653262786
-0.8025031725500463,-0.5320143861892774,1.0261290882652097,4,0.06622509255654502,-0.6472751575989782,0.9754768392370572,10.0,0.004385411330299183,6,0.12918381459774772,1.0,0.5,0.10748299319727894,-0.006802721088435382,0.23114960422062336,5.0,2.100048047943327,0.44680851063829785,0.3191489361702128,0.8958447801252735,1.158680846891805
-0.8410554087093879,-0.031170901310267507,1.1163371814145076,4,0.04671303378115324,-0.5963384512180018,0.9809264305177112,17.0,0.003196945265609604,6,0.13140886778175281,1.0,0.3333333333333333,0.18367346938775508,-0.00952380952380949,0.2804854332458784,4.0,2.0841666876600646,0.44680851063829785,0.3191489361702128,0.8958447801252735,1.122540092259317
-0.8218973825451736,0.006272380898678875,1.2322844858110267,4,0.04688149862217001,-0.5406633613390996,0.9795640326975477,17.0,0.0003185125464082733,6,0.13080573676762208,3.0,0.25,0.2299319727891156,-0.01224489795918371,0.33299530538851974,5.0,2.074124468041416,0.44680851063829785,0.3191489361702128,0.8958447801252735,1.0828233364442754
