mode_5,mode_10,acf_timescale,acf_first_min,ami2,trev,high_fluctuation,stretch_high,transition_matrix,periodicity,embedding_dist,ami_timescale,whiten_timescale,outlier_timing_pos,outlier_timing_neg,centroid_freq,stretch_decreasing,entropy_pairs,rs_range,dfa,low_freq_power,forecast_error
-0.1839356614490728,-0.4944523901035667,0.8857793790992146,3,0.14346786379844634,-2.0480471929305804,0.9564032697547684,15.0,0.005951581116187404,6,0.102074969573051,1.0,0.3333333333333333,-0.017687074829931926,0.06394557823129254,0.21837659148789423,4.0,2.033953930667385,0.1276595744680851,0.14893617021276595,0.9019807032768165,1.1597352289080303
-0.21333986564782192,-0.5215059027741797,0.8814430068271941,4,0.15016683171157308,-2.060417493169984,0.9591280653950953,15.0,0.008921787723323112,6,0.09245099297310327,1.0,0.5,-0.01632653061224487,0.06394557823129254,0.2135826234216648,4.0,2.0285568893428576,0.1276595744680851,0.851063829787234,0.9019807032768165,1.163034201776601
-0.2446127445137899,-0.5493477666140374,0.8799211091309892,4,0.153229880726611,-2.0573051165404133,0.9564032697547684,15.0,0.008268430730547161,6,0.09342258489195725,1.0,0.5,0.017687074829932037,0.03673469387755102,0.21141705776446118,5.0,2.038013577840741,0.1276595744680851,0.8723404255319149,0.9019807032768165,1.1644964845922354
-0.2776076208862508,-0.577611405038634,0.8819829914940442,4,0.13214145731500154,-2.0346270730087497,0.9536784741144414,15.0,0.007214150128567786,6,0.09209784787896147,1.0,0.5,0.061224489795918435,0.027210884353741527,0.2126540911484319,5.0,2.044141124679455,0.1276595744680851,0.8723404255319149,0.9019807032768165,1.163591432639632
-0.3700335621262655,-0.07215209138115536,0.8885428343179768,4,0.11035565407430331,-1.9883188977931228,0.9482288828337875,15.0,0.0034992833467705816,6,0.09942610734883603,1.0,0.3333333333333333,0.22721088435374148,0.02244897959183667,0.2181240005950038,5.0,2.065224372176712,0.8723404255319149,0.8723404255319149,0.9019807032768165,1.1597354101435724
-0.46749535984603496,-0.7617794590892902,0.9006657416078184,4,0.09328810377895849,-1.9149009941267345,0.9495912806539509,11.0,0.0027098450237391385,6,0.101912291475767,1.0,0.3333333333333333,0.22721088435374148,0.014965986394557929,0.22864086789106686,4.0,2.0747969793617536,0.851063829787234,0.8723404255319149,0.9019807032768165,1.1523287747737918
-0.5472951915270818,-0.25475618235240205,0.9195604185942604,4,0.06954333044007682,-1.8122348512994582,0.9618528610354223,12.0,0.0020883723013526835,6,0.10217260626487575,1.0,0.3333333333333333,0.22925170068027212,0.010884353741496655,0.24489419453955213,5.0,2.0707055190612076,0.8723404255319149,0.14893617021276595,0.8958447801252735,1.1408153441286208
-0.6209408912628969,-0.330674287718006,0.9465499937089064,4,0.060959254123194966,-1.6803540762454956,0.9618528610354223,12.0,0.002491489742900655,6,0.1033186556972465,2.0,0.3333333333333333,0.28979591836734686,-0.008163265306122436,0.267311921307986,5.0,2.0665410397173605,0.19148936170212766,0.19148936170212766,0.8958447801252735,1.1247634517969374
-0.6938999095686043,-0.40780345013277264,0.9830105401469225,4,0.04443505915682103,-1.5221431504895944,0.9618528610354223,14.0,0.002155558541610678,6,0.10550733884344164,2.0,0.3333333333333333,0.28707482993197275,-0.029931972789115635,0.2959183200586066,5.0,2.07140464476011,0.19148936170212766,0.19148936170212766,0.8958447801252735,1.1039597394990297
-0.7644919179419526,-0.4845888176406969,1.0741577215683136,4,0.04880596276596319,-1.3435681891253954,0.9673024523160763,17.0,0.0013761180959529617,6,0.1071847392990278,3.0,0.1,0.3442176870748299,-0.03129251700680269,0.3302258785820479,5.0,2.0648411061957095,0.19148936170212766,0.19148936170212766,0.8958447801252735,1.0784972391396082
-0.829756193879317,-0.5578735797632365,1.2198663997631827,4,0.04649752892613692,-1.1532189481991766,0.9645776566757494,20.0,0.012258878673156663,6,0.1169452391736662,3.0,0.058823529411764705,0.3537414965986394,-0.03673469387755102,0.36920553858721605,6.0,2.0696382383286154,0.19148936170212766,0.23404255319148937,0.8958447801252735,1.048832396977061
-0.8881679686941855,-0.6260230974204624,1.3986320958325726,4,0.042637834579171696,-0.96113635105373,0.9618528610354223,20.0,0.017543859649122806,6,0.1141706366486075,3.0,0.02631578947368421,0.35510204081632657,-0.04489795918367345,0.4113650062014866,5.0,2.0690031193477965,0.44680851063829785,0.23404255319148937,0.8958447801252735,1.0157870104806053
-0.8788813697805098,-0.6180189131642645,1.612634239636018,4,0.05055311985000486,-0.7772008865922008,0.9604904632152589,24.0,0.017543859649122806,6,0.11998723543618196,3.0,0.02631578947368421,0.35510204081632657,-0.04761904761904767,0.45493055382686676,5.0,2.060031280545685,0.44680851063829785,0.2127659574468085,0.8590292412160156,0.9804835363086469
-0.8262927058017641,-0.5621222396546572,1.8625953831869368,4,0.07111852026090051,-0.609572441656562,0.9564032697547684,24.0,0.03856749311294765,6,0.13547304914501734,3.0,0.015384615384615385,0.3578231292517007,-0.04761904761904767,0.4980884965988082,5.0,2.047377703776892,0.44680851063829785,0.3191489361702128,0.6258641614573828,0.9442225474955148
-0.770486442669658,-0.5047608755940821,2.3122831970983193,4,0.08105108460547722,-0.4636539654317775,0.9550408719346049,25.0,0.0303030303030303,6,0.14340789828948386,3.0,0.015151515151515152,0.3605442176870748,-0.055102040816326525,0.5392201350755916,6.0,2.034397682995361,0.44680851063829785,0.2978723404255319,0.46633015951726564,0.9083300787843569
-0.7129331074130224,-0.7129331074130224,2.9289491846679776,4,0.08907768786465642,-0.34180735408428925,0.9427792915531336,25.0,0.013333333333333336,6,0.16471769468552008,3.0,0.0136986301369863,0.3659863945578232,-0.058503401360544216,0.57707109190968,5.0,1.9979338848774,0.44680851063829785,0.2127659574468085,0.2577087723648047,0.8740108312612443
-0.6653972622444624,-0.930483767642507,3.9594592516025298,4,0.11144303482992046,-0.24373976822317941,0.9400544959128065,25.0,0.013333333333333336,6,0.16616471920541484,3.0,0.0136986301369863,0.36462585034013606,-0.05986394557823127,0.6108263988401571,5.0,1.9701654428988897,0.44680851063829785,0.2127659574468085,0.20862138715246095,0.842237603090547
-0.651323697110991,-0.9174965704484973,10.085165274479461,4,0.13501962798072803,-0.16727729165020752,0.9386920980926431,46.0,0.04526748971193415,6,0.16519126317612648,3.0,0.0125,0.3605442176870748,-0.06258503401360549,0.6400974817763407,7.0,1.947441251771342,0.44680851063829785,0.2127659574468085,0.1595340019401172,0.8136924497038233
-0.6134336429455591,-0.8832970431970688,15.277024029397738,4,0.16160136391081698,-0.10921554730775875,0.9427792915531336,46.0,0.04526748971193415,6,0.15862528770271422,3.0,0.0125,0.3578231292517007,-0.06666666666666665,0.6648497059112932,7.0,1.934753062506481,0.44680851063829785,0.2127659574468085,0.12271846303085937,0.7887589717647728
-0.5762856473443181,-0.8486682997879962,15.508639220106716,5,0.20079320059068456,-0.06603211581752665,0.9318801089918256,46.0,0.005208333333333334,6,0.15816112692666653,4.0,0.011494252873563218,0.34965986394557813,-0.08163265306122447,0.6853043554589439,7.0,1.9387080004532635,0.44680851063829785,0.2127659574468085,0.0981747704246875,0.7675538965751942
