S2T_0,S2T_1,S2T_2,S2T_3,S2T_4,S2T_5,S2T_6,S2T_7,S2T_8,S2T_9,S2T_10,S2T_11,S2T_12,S2T_13,S2T_14,S2T_15,S2T_16,S2T_17,S2T_18,S2T_19
15.859,15.636684210526315,15.414368421052632,15.192052631578946,14.969736842105263,14.74742105263158,14.525105263157895,14.302789473684209,14.080473684210528,13.858157894736841,13.635842105263158,13.413526315789472,13.191210526315789,12.968894736842106,12.74657894736842,12.524263157894737,12.301947368421054,12.07963157894737,11.857315789473684,11.635
17.021,16.682368421052633,16.343736842105262,16.005105263157894,15.666473684210526,15.327842105263159,14.98921052631579,14.650578947368421,14.311947368421052,13.973315789473684,13.634684210526316,13.296052631578949,12.95742105263158,12.618789473684211,12.280157894736842,11.941526315789472,11.602894736842105,11.264263157894739,10.925631578947367,10.587
30.655,29.703210526315793,28.751421052631578,27.799631578947366,26.847842105263158,25.89605263157895,24.944263157894735,23.992473684210523,23.040684210526315,22.088894736842107,21.137105263157896,20.185315789473684,19.233526315789476,18.281736842105264,17.329947368421053,16.37815789473684,15.426368421052633,14.474578947368423,13.52278947368421,12.571
44.714,43.28257894736842,41.851157894736836,40.419736842105266,38.98831578947369,37.55689473684211,36.125473684210526,34.69405263157894,33.262631578947364,31.83121052631579,30.39978947368421,28.96836842105263,27.536947368421053,26.105526315789476,24.674105263157895,23.242684210526313,21.811263157894736,20.379842105263158,18.948421052631577,17.517
30.315,29.997947368421055,29.680894736842106,29.363842105263156,29.046789473684214,28.729736842105265,28.41268421052632,28.095631578947366,27.778578947368423,27.461526315789477,27.144473684210528,26.82742105263158,26.510368421052632,26.193315789473687,25.876263157894737,25.559210526315788,25.24215789473684,24.925105263157896,24.608052631578946,24.291
18.849,18.638684210526318,18.42836842105263,18.218052631578946,18.007736842105263,17.79742105263158,17.587105263157895,17.376789473684212,17.166473684210526,16.956157894736844,16.745842105263158,16.535526315789475,16.32521052631579,16.114894736842107,15.904578947368421,15.694263157894735,15.483947368421052,15.273631578947368,15.063315789473684,14.853
21.4,21.149368421052632,20.89873684210526,20.648105263157895,20.397473684210528,20.146842105263158,19.89621052631579,19.64557894736842,19.39494736842105,19.144315789473687,18.893684210526317,18.643052631578946,18.39242105263158,18.141789473684213,17.891157894736843,17.640526315789476,17.389894736842106,17.13926315789474,16.888631578947372,16.638
16.185,16.026842105263157,15.868684210526315,15.71052631578947,15.55236842105263,15.394210526315788,15.236052631578946,15.077894736842103,14.919736842105262,14.76157894736842,14.603421052631578,14.445263157894736,14.287105263157894,14.128947368421052,13.97078947368421,13.812631578947368,13.654473684210526,13.496315789473684,13.338157894736844,13.18
17.503,17.230736842105262,16.958473684210528,16.68621052631579,16.413947368421052,16.141684210526318,15.869421052631578,15.597157894736842,15.324894736842104,15.05263157894737,14.780368421052632,14.508105263157894,14.235842105263158,13.963578947368422,13.691315789473684,13.419052631578948,13.146789473684212,12.874526315789474,12.602263157894736,12.33
32.115,31.178842105263165,30.242684210526317,29.306526315789476,28.370368421052632,27.434210526315795,26.498052631578947,25.561894736842106,24.625736842105265,23.689578947368425,22.75342105263158,21.817263157894736,20.881105263157895,19.944947368421055,19.00878947368421,18.07263157894737,17.136473684210525,16.200315789473684,15.264157894736844,14.328
59.311,57.32089473684211,55.330789473684206,53.34068421052631,51.35057894736842,49.360473684210525,47.37036842105263,45.38026315789474,43.390157894736845,41.40005263157895,39.40994736842105,37.41984210526316,35.429736842105264,33.43963157894737,31.449526315789477,29.459421052631576,27.469315789473683,25.47921052631579,23.489105263157896,21.499
39.867,39.07778947368421,38.28857894736842,37.49936842105263,36.71015789473684,35.920947368421054,35.13173684210526,34.34252631578947,33.553315789473686,32.764105263157894,31.974894736842103,31.185684210526315,30.396473684210527,29.607263157894735,28.818052631578947,28.028842105263156,27.239631578947368,26.45042105263158,25.661210526315788,24.872
12.868,13.155210526315791,13.442421052631579,13.729631578947368,14.016842105263159,14.304052631578948,14.591263157894737,14.878473684210526,15.165684210526315,15.452894736842104,15.740105263157893,16.027315789473683,16.31452631578947,16.60173684210526,16.888947368421054,17.17615789473684,17.463368421052632,17.75057894736842,18.03778947368421,18.325
14.257,15.00142105263158,15.745842105263158,16.490263157894738,17.234684210526318,17.979105263157894,18.72352631578947,19.46794736842105,20.21236842105263,20.95678947368421,21.701210526315787,22.44563157894737,23.190052631578943,23.934473684210523,24.678894736842103,25.423315789473687,26.167736842105263,26.91215789473684,27.65657894736842,28.401
19.303,19.455157894736843,19.607315789473684,19.759473684210526,19.911631578947368,20.06378947368421,20.215947368421055,20.368105263157894,20.520263157894735,20.67242105263158,20.824578947368423,20.976736842105264,21.128894736842106,21.281052631578948,21.43321052631579,21.58536842105263,21.73752631578947,21.889684210526315,22.041842105263157,22.194
21.103,21.249157894736843,21.395315789473685,21.541473684210526,21.68763157894737,21.833789473684213,21.979947368421055,22.126105263157896,22.272263157894738,22.41842105263158,22.56457894736842,22.710736842105263,22.856894736842108,23.003052631578946,23.14921052631579,23.29536842105263,23.441526315789474,23.587684210526316,23.733842105263154,23.88
54.351,53.085157894736845,51.819315789473684,50.55347368421052,49.28763157894737,48.021789473684215,46.755947368421054,45.49010526315789,44.22426315789474,42.95842105263158,41.692578947368425,40.426736842105264,39.16089473684211,37.89505263157895,36.62921052631579,35.363368421052634,34.09752631578947,32.83168421052632,31.565842105263158,30.3
13.648,14.487157894736843,15.326315789473684,16.165473684210525,17.004631578947368,17.84378947368421,18.68294736842105,19.52210526315789,20.361263157894737,21.20042105263158,22.03957894736842,22.878736842105262,23.7178947368421,24.557052631578944,25.396210526315787,26.23536842105263,27.07452631578947,27.913684210526313,28.752842105263156,29.592
0.0,2.6114210526315786,5.222842105263157,7.834263157894736,10.445684210526315,13.057105263157894,15.668526315789473,18.279947368421052,20.89136842105263,23.502789473684206,26.114210526315787,28.725631578947368,31.337052631578945,33.94847368421052,36.559894736842104,39.17131578947368,41.78273684210526,44.394157894736836,47.00557894736841,49.617
0.0,1.7737894736842104,3.5475789473684207,5.321368421052631,7.095157894736841,8.868947368421052,10.642736842105261,12.416526315789472,14.190315789473683,15.964105263157894,17.737894736842104,19.511684210526315,21.285473684210523,23.059263157894733,24.833052631578944,26.60684210526316,28.380631578947366,30.154421052631573,31.928210526315787,33.702
0.0,1.7193157894736841,3.4386315789473683,5.157947368421053,6.8772631578947365,8.596578947368421,10.315894736842106,12.03521052631579,13.754526315789473,15.473842105263158,17.193157894736842,18.91247368421053,20.63178947368421,22.351105263157894,24.07042105263158,25.789736842105263,27.509052631578946,29.22836842105263,30.947684210526315,32.667
16.823,18.00526315789474,19.187526315789473,20.369789473684207,21.552052631578945,22.734315789473687,23.91657894736842,25.09884210526316,26.281105263157897,27.463368421052635,28.64563157894737,29.827894736842104,31.010157894736842,32.19242105263158,33.37468421052632,34.556947368421056,35.73921052631579,36.921473684210525,38.10373684210526,39.286
17.871,18.556526315789476,19.242052631578947,19.92757894736842,20.613105263157895,21.29863157894737,21.984157894736843,22.669684210526313,23.355210526315787,24.04073684210526,24.72626315789474,25.411789473684212,26.097315789473683,26.782842105263157,27.46836842105263,28.153894736842105,28.83942105263158,29.524947368421053,30.210473684210527,30.896
34.255,33.838,33.421,33.004000000000005,32.587,32.17,31.753000000000004,31.336,30.919000000000004,30.502000000000002,30.085,29.668,29.251000000000005,28.834000000000003,28.417,28.0,27.583000000000002,27.166000000000004,26.749,26.332
41.412,40.82715789473684,40.242315789473686,39.65747368421052,39.072631578947366,38.48778947368422,37.90294736842105,37.31810526315789,36.73326315789474,36.148421052631576,35.56357894736842,34.97873684210526,34.39389473684211,33.80905263157895,33.22421052631579,32.63936842105263,32.054526315789474,31.469684210526317,30.884842105263157,30.3
34.736,34.154210526315794,33.572421052631576,32.990631578947365,32.408842105263155,31.827052631578947,31.245263157894733,30.663473684210523,30.081684210526316,29.499894736842105,28.918105263157894,28.33631578947368,27.754526315789473,27.17273684210526,26.590947368421052,26.00915789473684,25.42736842105263,24.84557894736842,24.26378947368421,23.682
19.133,19.06363157894737,18.994263157894736,18.924894736842102,18.855526315789472,18.786157894736842,18.71678947368421,18.64742105263158,18.57805263157895,18.50868421052632,18.439315789473685,18.36994736842105,18.30057894736842,18.23121052631579,18.16184210526316,18.09247368421053,18.023105263157895,17.953736842105265,17.884368421052635,17.815
19.175,19.03626315789474,18.897526315789477,18.75878947368421,18.620052631578947,18.481315789473687,18.342578947368423,18.203842105263156,18.065105263157896,17.926368421052636,17.78763157894737,17.64889473684211,17.510157894736842,17.371421052631582,17.232684210526315,17.093947368421055,16.955210526315792,16.81647368421053,16.677736842105265,16.539
13.917,13.840947368421054,13.764894736842106,13.688842105263157,13.612789473684211,13.536736842105265,13.460684210526317,13.384631578947367,13.30857894736842,13.232526315789475,13.156473684210527,13.080421052631579,13.004368421052632,12.928315789473684,12.852263157894736,12.776210526315788,12.700157894736842,12.624105263157894,12.548052631578948,12.472
17.588,17.45747368421053,17.326947368421052,17.196421052631578,17.065894736842104,16.935368421052633,16.80484210526316,16.674315789473685,16.54378947368421,16.41326315789474,16.282736842105265,16.15221052631579,16.021684210526317,15.891157894736843,15.76063157894737,15.630105263157896,15.499578947368422,15.369052631578949,15.238526315789475,15.108
31.42,30.627105263157897,29.83421052631579,29.041315789473686,28.24842105263158,27.455526315789477,26.66263157894737,25.86973684210526,25.07684210526316,24.283947368421057,23.49105263157895,22.698157894736845,21.905263157894737,21.112368421052633,20.31947368421053,19.52657894736842,18.733684210526317,17.940789473684212,17.147894736842108,16.355
48.129,46.69015789473684,45.251315789473686,43.812473684210524,42.37363157894737,40.93478947368421,39.49594736842106,38.057105263157894,36.61826315789474,35.17942105263158,33.74057894736842,32.301736842105264,30.862894736842104,29.424052631578952,27.98521052631579,26.54636842105263,25.107526315789475,23.668684210526315,22.22984210526316,20.791
