S2T_0,S2T_1,S2T_2,S2T_3,S2T_4,S2T_5,S2T_6,S2T_7,S2T_8,S2T_9,S2T_10,S2T_11,S2T_12,S2T_13,S2T_14,S2T_15,S2T_16,S2T_17,S2T_18,S2T_19
12.911,12.843842105263157,12.776684210526316,12.709526315789473,12.64236842105263,12.57521052631579,12.508052631578947,12.440894736842104,12.373736842105263,12.306578947368422,12.239421052631577,12.172263157894736,12.105105263157895,12.037947368421053,11.97078947368421,11.903631578947369,11.836473684210526,11.769315789473685,11.70215789473684,11.635
15.448,15.192157894736843,14.936315789473685,14.680473684210526,14.42463157894737,14.168789473684212,13.912947368421055,13.657105263157895,13.401263157894737,13.14542105263158,12.88957894736842,12.633736842105264,12.377894736842105,12.12205263157895,11.86621052631579,11.61036842105263,11.354526315789473,11.098684210526317,10.842842105263157,10.587
20.373,19.962368421052634,19.551736842105264,19.141105263157893,18.730473684210526,18.31984210526316,17.90921052631579,17.498578947368422,17.087947368421055,16.677315789473685,16.266684210526318,15.856052631578947,15.44542105263158,15.03478947368421,14.624157894736843,14.213526315789473,13.802894736842106,13.392263157894737,12.981631578947368,12.571
26.297,25.834894736842106,25.37278947368421,24.910684210526316,24.44857894736842,23.98647368421053,23.524368421052632,23.062263157894733,22.600157894736842,22.13805263157895,21.675947368421053,21.213842105263158,20.751736842105263,20.289631578947372,19.827526315789473,19.36542105263158,18.903315789473684,18.44121052631579,17.979105263157894,17.517
33.057,32.59563157894737,32.134263157894736,31.672894736842103,31.211526315789477,30.750157894736844,30.288789473684215,29.82742105263158,29.366052631578945,28.90468421052632,28.443315789473687,27.981947368421054,27.52057894736842,27.059210526315795,26.597842105263158,26.136473684210525,25.675105263157896,25.213736842105263,24.752368421052633,24.291
7.738,8.112473684210526,8.486947368421053,8.861421052631579,9.235894736842106,9.610368421052632,9.984842105263159,10.359315789473683,10.73378947368421,11.108263157894736,11.482736842105263,11.85721052631579,12.231684210526316,12.606157894736842,12.980631578947369,13.355105263157894,13.72957894736842,14.104052631578947,14.478526315789473,14.853
17.184,17.15526315789474,17.126526315789473,17.09778947368421,17.06905263157895,17.040315789473688,17.01157894736842,16.98284210526316,16.954105263157896,16.92536842105263,16.89663157894737,16.867894736842107,16.839157894736843,16.810421052631582,16.781684210526315,16.752947368421054,16.72421052631579,16.695473684210526,16.666736842105266,16.638
13.485,13.468947368421052,13.452894736842104,13.436842105263157,13.42078947368421,13.404736842105264,13.388684210526314,13.372631578947367,13.356578947368419,13.340526315789475,13.324473684210526,13.30842105263158,13.29236842105263,13.276315789473685,13.260263157894736,13.24421052631579,13.22815789473684,13.212105263157895,13.196052631578947,13.18
13.768,13.692315789473687,13.616631578947368,13.540947368421053,13.465263157894737,13.389578947368422,13.313894736842105,13.23821052631579,13.162526315789474,13.086842105263159,13.011157894736844,12.935473684210526,12.85978947368421,12.784105263157896,12.708421052631579,12.632736842105263,12.557052631578948,12.481368421052633,12.405684210526315,12.33
21.521,21.142421052631583,20.76384210526316,20.385263157894734,20.006684210526316,19.6281052631579,19.249526315789474,18.87094736842105,18.492368421052632,18.113789473684214,17.73521052631579,17.35663157894737,16.978052631578947,16.599473684210526,16.220894736842105,15.842315789473684,15.463736842105263,15.085157894736842,14.706578947368422,14.328
35.211,34.489315789473686,33.767631578947366,33.04594736842105,32.324263157894734,31.60257894736842,30.880894736842105,30.159210526315785,29.43752631578947,28.715842105263157,27.994157894736844,27.272473684210524,26.550789473684212,25.829105263157892,25.10742105263158,24.38573684210526,23.664052631578947,22.94236842105263,22.220684210526315,21.499
41.093,40.23926315789475,39.38552631578948,38.53178947368421,37.67805263157895,36.82431578947369,35.97057894736842,35.11684210526316,34.2631052631579,33.40936842105263,32.55563157894737,31.701894736842107,30.848157894736843,29.99442105263158,29.140684210526317,28.286947368421053,27.43321052631579,26.579473684210527,25.725736842105263,24.872
7.412,7.986368421052632,8.560736842105262,9.135105263157895,9.709473684210526,10.283842105263158,10.858210526315789,11.43257894736842,12.006947368421052,12.581315789473683,13.155684210526314,13.730052631578948,14.304421052631579,14.878789473684208,15.453157894736842,16.027526315789473,16.601894736842105,17.176263157894738,17.750631578947367,18.325
19.933,20.378684210526316,20.824368421052633,21.27005263157895,21.715736842105265,22.161421052631578,22.607105263157894,23.052789473684207,23.498473684210524,23.944157894736843,24.389842105263156,24.835526315789473,25.28121052631579,25.726894736842105,26.17257894736842,26.618263157894738,27.06394736842105,27.509631578947367,27.955315789473683,28.401
