S2T_0,S2T_1,S2T_2,S2T_3,S2T_4,S2T_5,S2T_6,S2T_7,S2T_8,S2T_9,S2T_10,S2T_11,S2T_12,S2T_13,S2T_14,S2T_15,S2T_16,S2T_17,S2T_18,S2T_19
8.518,8.682052631578948,8.846105263157895,9.010157894736842,9.17421052631579,9.338263157894737,9.502315789473684,9.666368421052631,9.830421052631579,9.994473684210526,10.158526315789473,10.32257894736842,10.486631578947367,10.650684210526315,10.814736842105262,10.97878947368421,11.142842105263158,11.306894736842105,11.47094736842105,11.635
14.498,14.292157894736842,14.086315789473684,13.880473684210525,13.674631578947366,13.468789473684211,13.262947368421052,13.057105263157894,12.851263157894737,12.64542105263158,12.439578947368421,12.233736842105262,12.027894736842105,11.822052631578948,11.61621052631579,11.410368421052631,11.204526315789472,10.998684210526317,10.792842105263157,10.587
30.57,29.622684210526316,28.67536842105263,27.728052631578944,26.780736842105263,25.83342105263158,24.886105263157894,23.93878947368421,22.991473684210526,22.04415789473684,21.096842105263157,20.149526315789473,19.20221052631579,18.254894736842104,17.30757894736842,16.360263157894735,15.412947368421053,14.46563157894737,13.518315789473684,12.571
45.422,43.953315789473685,42.484631578947365,41.01594736842105,39.54726315789474,38.07857894736842,36.60989473684211,35.14121052631579,33.67252631578947,32.20384210526316,30.735157894736844,29.266473684210524,27.797789473684208,26.3291052631579,24.86042105263158,23.39173684210526,21.923052631578948,20.45436842105263,18.985684210526315,17.517
48.739,47.452263157894734,46.16552631578947,44.87878947368421,43.592052631578944,42.30531578947368,41.01857894736842,39.731842105263155,38.44510526315789,37.15836842105263,35.871631578947365,34.5848947368421,33.29815789473684,32.01142105263158,30.724684210526313,29.43794736842105,28.15121052631579,26.864473684210527,25.577736842105264,24.291
0.0,0.7817368421052631,1.5634736842105261,2.3452105263157894,3.1269473684210523,3.9086842105263155,4.690421052631579,5.472157894736842,6.2538947368421045,7.035631578947368,7.817368421052631,8.599105263157895,9.380842105263158,10.16257894736842,10.944315789473684,11.726052631578947,12.507789473684209,13.289526315789471,14.071263157894736,14.853
15.249,15.322105263157896,15.395210526315791,15.468315789473685,15.54142105263158,15.614526315789476,15.68763157894737,15.760736842105263,15.833842105263159,15.906947368421054,15.98005263157895,16.05315789473684,16.126263157894737,16.199368421052633,16.272473684210528,16.345578947368423,16.41868421052632,16.49178947368421,16.564894736842106,16.638
13.279,13.27378947368421,13.268578947368422,13.26336842105263,13.258157894736842,13.252947368421053,13.247736842105263,13.242526315789473,13.237315789473683,13.232105263157894,13.226894736842105,13.221684210526316,13.216473684210525,13.211263157894738,13.206052631578945,13.200842105263158,13.195631578947367,13.190421052631578,13.18521052631579,13.18
16.723,16.49178947368421,16.260578947368423,16.02936842105263,15.79815789473684,15.566947368421053,15.335736842105263,15.104526315789473,14.873315789473683,14.642105263157895,14.410894736842105,14.179684210526315,13.948473684210526,13.717263157894738,13.486052631578946,13.254842105263158,13.023631578947368,12.792421052631578,12.56121052631579,12.33
29.819,29.003684210526316,28.18836842105263,27.373052631578943,26.557736842105264,25.74242105263158,24.927105263157895,24.111789473684205,23.296473684210525,22.481157894736842,21.66584210526316,20.850526315789473,20.035210526315787,19.219894736842107,18.40457894736842,17.589263157894734,16.77394736842105,15.958631578947369,15.143315789473686,14.328
51.63,50.04415789473685,48.45831578947368,46.872473684210526,45.28663157894737,43.70078947368422,42.11494736842105,40.529105263157895,38.94326315789474,37.35742105263158,35.771578947368425,34.185736842105264,32.59989473684211,31.01405263157895,29.42821052631579,27.84236842105263,26.256526315789472,24.670684210526318,23.084842105263156,21.499
33.645,33.18326315789474,32.721526315789475,32.259789473684215,31.798052631578948,31.33631578947369,30.874578947368423,30.41284210526316,29.951105263157896,29.489368421052635,29.02763157894737,28.565894736842107,28.104157894736844,27.64242105263158,27.180684210526316,26.718947368421052,26.257210526315788,25.795473684210528,25.33373684210526,24.872
9.609,10.067736842105264,10.526473684210526,10.98521052631579,11.443947368421053,11.902684210526317,12.361421052631577,12.820157894736841,13.278894736842105,13.737631578947369,14.19636842105263,14.655105263157896,15.113842105263156,15.57257894736842,16.031315789473684,16.490052631578948,16.94878947368421,17.407526315789475,17.866263157894736,18.325
17.574,18.14384210526316,18.713684210526317,19.283526315789473,19.853368421052632,20.423210526315792,20.993052631578948,21.562894736842104,22.132736842105263,22.702578947368423,23.27242105263158,23.842263157894738,24.412105263157894,24.981947368421054,25.55178947368421,26.12163157894737,26.691473684210525,27.26131578947368,27.831157894736844,28.401
13.393,13.85621052631579,14.31942105263158,14.782631578947367,15.245842105263158,15.709052631578949,16.172263157894736,16.635473684210524,17.098684210526315,17.561894736842106,18.025105263157894,18.488315789473685,18.951526315789472,19.414736842105263,19.87794736842105,20.341157894736842,20.80436842105263,21.26757894736842,21.73078947368421,22.194
21.159,21.30221052631579,21.445421052631577,21.588631578947368,21.73184210526316,21.875052631578946,22.018263157894737,22.161473684210524,22.304684210526315,22.447894736842105,22.591105263157893,22.734315789473683,22.877526315789474,23.02073684210526,23.163947368421052,23.30715789473684,23.45036842105263,23.59357894736842,23.736789473684208,23.88
50.128,49.08442105263158,48.04084210526316,46.997263157894736,45.95368421052632,44.910105263157895,43.86652631578947,42.822947368421055,41.77936842105263,40.735789473684214,39.69221052631579,38.648631578947374,37.60505263157894,36.561473684210526,35.51789473684211,34.474315789473685,33.43073684210526,32.387157894736845,31.34357894736842,30.3
22.406,22.78421052631579,23.16242105263158,23.540631578947366,23.918842105263156,24.297052631578946,24.675263157894733,25.053473684210523,25.431684210526313,25.809894736842104,26.188105263157894,26.566315789473684,26.94452631578947,27.32273684210526,27.70094736842105,28.07915789473684,28.457368421052628,28.83557894736842,29.21378947368421,29.592
31.618,32.565315789473686,33.512631578947364,34.45994736842105,35.40726315789473,36.354578947368424,37.3018947368421,38.249210526315785,39.19652631578947,40.143842105263154,41.09115789473684,42.03847368421052,42.98578947368421,43.93310526315789,44.880421052631576,45.82773684210526,46.775052631578944,47.72236842105263,48.669684210526306,49.617
9.51,10.783263157894737,12.056526315789473,13.329789473684208,14.603052631578947,15.876315789473685,17.14957894736842,18.422842105263157,19.696105263157893,20.969368421052632,22.242631578947368,23.515894736842103,24.78915789473684,26.062421052631578,27.335684210526313,28.608947368421052,29.882210526315788,31.15547368421052,32.42873684210526,33.702
19.742,20.422263157894736,21.102526315789476,21.78278947368421,22.463052631578947,23.143315789473686,23.823578947368425,24.50384210526316,25.184105263157896,25.86436842105263,26.544631578947367,27.22489473684211,27.905157894736845,28.58542105263158,29.265684210526317,29.945947368421052,30.626210526315788,31.306473684210527,31.986736842105262,32.667
21.655,22.582947368421056,23.510894736842108,24.438842105263156,25.366789473684214,26.294736842105266,27.222684210526317,28.15063157894737,29.07857894736842,30.00652631578948,30.93447368421053,31.862421052631582,32.790368421052634,33.718315789473685,34.64626315789474,35.574210526315795,36.50215789473684,37.4301052631579,38.35805263157895,39.286
17.063,17.79105263157895,18.519105263157893,19.24715789473684,19.975210526315788,20.70326315789474,21.431315789473686,22.15936842105263,22.88742105263158,23.615473684210528,24.343526315789475,25.071578947368423,25.79963157894737,26.527684210526317,27.255736842105264,27.98378947368421,28.71184210526316,29.439894736842106,30.167947368421054,30.896
30.385,30.17168421052632,29.958368421052633,29.745052631578947,29.531736842105264,29.318421052631585,29.105105263157895,28.89178947368421,28.67847368421053,28.465157894736844,28.251842105263158,28.038526315789476,27.825210526315793,27.611894736842103,27.39857894736842,27.185263157894738,26.971947368421056,26.758631578947373,26.545315789473683,26.332
39.229,38.759052631578946,38.28910526315789,37.81915789473684,37.34921052631579,36.87926315789474,36.40931578947368,35.93936842105263,35.469421052631574,34.99947368421053,34.529526315789475,34.05957894736842,33.58963157894737,33.119684210526316,32.64973684210526,32.17978947368421,31.709842105263156,31.239894736842107,30.76994736842105,30.3
30.159,29.818105263157896,29.477210526315787,29.13631578947368,28.79542105263158,28.454526315789476,28.113631578947366,27.77273684210526,27.431842105263158,27.090947368421055,26.750052631578946,26.40915789473684,26.068263157894737,25.72736842105263,25.386473684210525,25.04557894736842,24.704684210526317,24.363789473684207,24.022894736842105,23.682
10.941,11.30278947368421,11.664578947368422,12.026368421052632,12.388157894736842,12.749947368421054,13.111736842105262,13.473526315789474,13.835315789473686,14.197105263157898,14.558894736842106,14.920684210526318,15.282473684210526,15.644263157894738,16.00605263157895,16.367842105263158,16.72963157894737,17.091421052631578,17.453210526315793,17.815
17.815,17.74784210526316,17.680684210526316,17.613526315789475,17.546368421052634,17.479210526315793,17.41205263157895,17.344894736842104,17.277736842105266,17.210578947368425,17.14342105263158,17.07626315789474,17.009105263157895,16.941947368421054,16.87478947368421,16.80763157894737,16.740473684210528,16.673315789473687,16.606157894736842,16.539
12.868,12.847157894736844,12.826315789473684,12.805473684210526,12.78463157894737,12.763789473684213,12.742947368421053,12.722105263157893,12.701263157894736,12.68042105263158,12.659578947368422,12.638736842105263,12.617894736842105,12.597052631578947,12.576210526315789,12.55536842105263,12.534526315789474,12.513684210526314,12.492842105263158,12.472
15.816,15.778736842105266,15.741473684210526,15.704210526315789,15.666947368421054,15.629684210526317,15.592421052631579,15.55515789473684,15.517894736842106,15.48063157894737,15.443368421052632,15.406105263157896,15.368842105263159,15.33157894736842,15.294315789473686,15.257052631578947,15.21978947368421,15.182526315789476,15.145263157894737,15.108
29.436,28.747526315789475,28.059052631578947,27.37057894736842,26.682105263157894,25.99363157894737,25.305157894736844,24.616684210526316,23.92821052631579,23.239736842105266,22.551263157894738,21.86278947368421,21.174315789473685,20.48584210526316,19.79736842105263,19.108894736842103,18.420421052631582,17.731947368421054,17.04347368421053,16.355
45.224,43.93805263157895,42.65210526315789,41.36615789473684,40.08021052631579,38.79426315789474,37.508315789473684,36.22236842105263,34.93642105263158,33.65047368421053,32.364526315789476,31.07857894736842,29.79263157894737,28.506684210526316,27.220736842105264,25.93478947368421,24.64884210526316,23.362894736842108,22.076947368421056,20.791
29.974,29.555578947368424,29.13715789473684,28.718736842105262,28.300315789473686,27.881894736842106,27.463473684210527,27.045052631578947,26.626631578947368,26.208210526315792,25.78978947368421,25.37136842105263,24.952947368421054,24.534526315789478,24.116105263157895,23.697684210526315,23.27926315789474,22.86084210526316,22.44242105263158,22.024
11.21,11.379315789473685,11.548631578947369,11.717947368421052,11.887263157894738,12.056578947368422,12.225894736842106,12.39521052631579,12.564526315789475,12.733842105263157,12.903157894736843,13.072473684210525,13.24178947368421,13.411105263157895,13.580421052631579,13.749736842105262,13.919052631578948,14.088368421052632,14.257684210526314,14.427
22.548,22.193684210526314,21.83936842105263,21.485052631578945,21.130736842105264,20.77642105263158,20.422105263157896,20.067789473684208,19.713473684210527,19.359157894736843,19.004842105263158,18.650526315789474,18.29621052631579,17.941894736842105,17.58757894736842,17.23326315789474,16.878947368421052,16.524631578947368,16.170315789473687,15.816
11.409,11.538789473684211,11.668578947368422,11.798368421052631,11.928157894736842,12.057947368421054,12.187736842105263,12.317526315789474,12.447315789473684,12.577105263157895,12.706894736842106,12.836684210526316,12.966473684210527,13.096263157894736,13.226052631578947,13.355842105263157,13.48563157894737,13.615421052631579,13.74521052631579,13.875
15.731,15.552736842105263,15.374473684210527,15.196210526315788,15.017947368421051,14.839684210526318,14.66142105263158,14.483157894736841,14.304894736842105,14.126631578947368,13.948368421052631,13.770105263157895,13.591842105263158,13.413578947368421,13.235315789473685,13.057052631578948,12.878789473684211,12.700526315789475,12.522263157894736,12.344
34.495,33.37468421052632,32.25436842105263,31.134052631578943,30.01373684210526,28.89342105263158,27.77310526315789,26.65278947368421,25.532473684210526,24.412157894736843,23.291842105263157,22.17152631578947,21.05121052631579,19.930894736842106,18.81057894736842,17.690263157894734,16.569947368421055,15.44963157894737,14.329315789473684,13.209
47.577,46.261947368421055,44.946894736842104,43.63184210526315,42.31678947368421,41.00173684210527,39.686684210526316,38.371631578947365,37.05657894736842,35.74152631578948,34.42647368421053,33.11142105263158,31.796368421052634,30.481315789473687,29.16626315789474,27.85121052631579,26.536157894736846,25.221105263157895,23.90605263157895,22.591
31.746,31.299947368421055,30.8538947368421,30.407842105263153,29.96178947368421,29.515736842105266,29.06968421052631,28.623631578947368,28.17757894736842,27.731526315789477,27.285473684210526,26.83942105263158,26.39336842105263,25.947315789473684,25.50126315789474,25.05521052631579,24.609157894736843,24.163105263157895,23.717052631578948,23.271
4.294,4.934736842105263,5.575473684210526,6.216210526315789,6.856947368421052,7.497684210526316,8.138421052631578,8.77915789473684,9.419894736842105,10.060631578947369,10.701368421052631,11.342105263157896,11.982842105263158,12.623578947368419,13.264315789473685,13.905052631578947,14.545789473684211,15.186526315789472,15.827263157894738,16.468
14.867,14.988578947368422,15.110157894736844,15.231736842105263,15.353315789473685,15.474894736842106,15.596473684210526,15.718052631578946,15.839631578947369,15.96121052631579,16.08278947368421,16.20436842105263,16.325947368421055,16.447526315789474,16.569105263157894,16.690684210526314,16.812263157894737,16.933842105263157,17.055421052631576,17.177
13.634,13.68842105263158,13.74284210526316,13.797263157894736,13.851684210526315,13.906105263157896,13.960526315789474,14.014947368421051,14.069368421052632,14.123789473684212,14.17821052631579,14.232631578947366,14.287052631578948,14.341473684210525,14.395894736842104,14.450315789473684,14.504736842105263,14.55915789473684,14.61357894736842,14.668
16.312,16.224000000000004,16.136,16.048000000000002,15.96,15.872000000000002,15.784,15.696000000000002,15.608,15.520000000000001,15.432000000000002,15.344000000000001,15.256,15.168000000000001,15.080000000000002,14.992,14.904000000000002,14.816,14.728,14.64
33.418,32.55426315789474,31.690526315789473,30.826789473684208,29.963052631578947,29.099315789473685,28.23557894736842,27.371842105263156,26.508105263157894,25.644368421052633,24.78063157894737,23.916894736842103,23.05315789473684,22.18942105263158,21.32568421052632,20.461947368421054,19.59821052631579,18.734473684210528,17.870736842105266,17.007
44.558,43.37347368421053,42.18894736842105,41.00442105263158,39.81989473684211,38.63536842105263,37.450842105263156,36.26631578947368,35.08178947368421,33.89726315789474,32.712736842105265,31.52821052631579,30.343684210526316,29.159157894736843,27.97463157894737,26.79010526315789,25.60557894736842,24.421052631578952,23.236526315789472,22.052
32.823,32.585789473684216,32.34857894736842,32.11136842105263,31.87415789473684,31.636947368421055,31.399736842105263,31.16252631578947,30.925315789473682,30.688105263157894,30.450894736842105,30.213684210526317,29.976473684210525,29.739263157894733,29.502052631578948,29.264842105263156,29.027631578947368,28.79042105263158,28.553210526315787,28.316
22.18114117647059,22.24250481232645,22.303868448182314,22.365232084038173,22.42659571989404,22.4879593557499,22.54932299160576,22.610686627461618,22.672050263317484,22.733413899173346,22.794777535029205,22.856141170885067,22.91750480674093,22.97886844259679,23.040232078452654,23.101595714308516,23.16295935016438,23.22432298602024,23.2856866218761,23.34705025773196
21.329,22.791736842105266,24.254473684210527,25.71721052631579,27.179947368421054,28.64268421052632,30.10542105263158,31.568157894736842,33.03089473684211,34.49363157894737,35.95636842105263,37.419105263157896,38.88184210526316,40.34457894736842,41.807315789473684,43.27005263157895,44.732789473684214,46.19552631578947,47.65826315789474,49.121
16.993,17.283894736842107,17.57478947368421,17.865684210526315,18.15657894736842,18.447473684210525,18.73836842105263,19.029263157894736,19.32015789473684,19.611052631578946,19.90194736842105,20.192842105263157,20.483736842105262,20.774631578947368,21.065526315789473,21.356421052631582,21.647315789473684,21.93821052631579,22.229105263157894,22.52
14.087,14.151157894736842,14.215315789473683,14.279473684210526,14.343631578947367,14.407789473684211,14.471947368421052,14.536105263157893,14.600263157894735,14.664421052631578,14.728578947368419,14.792736842105263,14.856894736842104,14.921052631578945,14.98521052631579,15.04936842105263,15.113526315789473,15.177684210526316,15.241842105263157,15.306
27.197,26.743473684210528,26.28994736842105,25.83642105263158,25.382894736842104,24.929368421052633,24.47584210526316,24.02231578947368,23.56878947368421,23.115263157894738,22.661736842105263,22.20821052631579,21.754684210526314,21.30115789473684,20.847631578947368,20.394105263157893,19.940578947368422,19.487052631578948,19.033526315789473,18.58
48.682,47.337842105263164,45.99368421052632,44.64952631578947,43.305368421052634,41.961210526315796,40.61705263157895,39.272894736842105,37.928736842105266,36.58457894736843,35.24042105263158,33.89626315789474,32.5521052631579,31.207947368421056,29.86378947368421,28.51963157894737,27.175473684210527,25.831315789473685,24.487157894736843,23.143
28.302,27.980526315789476,27.659052631578945,27.337578947368417,27.016105263157893,26.694631578947373,26.373157894736842,26.05168421052631,25.730210526315787,25.408736842105263,25.08726315789474,24.765789473684208,24.444315789473684,24.12284210526316,23.80136842105263,23.479894736842105,23.158421052631578,22.83694736842105,22.515473684210527,22.194
