S2T_0,S2T_1,S2T_2,S2T_3,S2T_4,S2T_5,S2T_6,S2T_7,S2T_8,S2T_9,S2T_10,S2T_11,S2T_12,S2T_13,S2T_14,S2T_15,S2T_16,S2T_17,S2T_18,S2T_19
16.873,16.597315789473686,16.32163157894737,16.045947368421054,15.770263157894737,15.494578947368424,15.218894736842106,14.94321052631579,14.667526315789473,14.391842105263159,14.116157894736844,13.840473684210526,13.564789473684211,13.289105263157897,13.013421052631578,12.737736842105264,12.462052631578949,12.186368421052633,11.910684210526316,11.635
12.638,12.530052631578947,12.422105263157896,12.31415789473684,12.20621052631579,12.098263157894737,11.990315789473684,11.88236842105263,11.774421052631578,11.666473684210526,11.558526315789473,11.45057894736842,11.342631578947369,11.234684210526316,11.126736842105263,11.01878947368421,10.910842105263157,10.802894736842106,10.694947368421053,10.587
18.99,18.652157894736842,18.31431578947368,17.976473684210525,17.63863157894737,17.300789473684212,16.96294736842105,16.62510526315789,16.287263157894735,15.949421052631578,15.611578947368422,15.273736842105262,14.935894736842105,14.598052631578947,14.260210526315788,13.92236842105263,13.584526315789473,13.246684210526317,12.908842105263156,12.571
28.577,27.994894736842106,27.412789473684214,26.830684210526314,26.248578947368422,25.66647368421053,25.084368421052634,24.50226315789474,23.920157894736843,23.338052631578947,22.755947368421054,22.173842105263155,21.591736842105263,21.00963157894737,20.427526315789475,19.84542105263158,19.263315789473683,18.681210526315787,18.099105263157895,17.517
33.535,33.04847368421053,32.561947368421045,32.075421052631576,31.588894736842104,31.10236842105263,30.615842105263155,30.12931578947368,29.64278947368421,29.156263157894738,28.669736842105262,28.18321052631579,27.696684210526314,27.210157894736845,26.72363157894737,26.237105263157893,25.75057894736842,25.26405263157895,24.777526315789473,24.291
9.916,10.175842105263158,10.435684210526317,10.695526315789474,10.955368421052633,11.21521052631579,11.475052631578947,11.734894736842104,11.994736842105262,12.254578947368422,12.51442105263158,12.774263157894737,13.034105263157894,13.293947368421053,13.553789473684212,13.813631578947367,14.073473684210525,14.333315789473684,14.59315789473684,14.853
12.822,13.022842105263159,13.223684210526315,13.424526315789471,13.625368421052631,13.82621052631579,14.027052631578947,14.227894736842105,14.428736842105263,14.629578947368422,14.83042105263158,15.031263157894738,15.232105263157894,15.432947368421054,15.63378947368421,15.83463157894737,16.035473684210526,16.236315789473686,16.437157894736846,16.638
17.307,17.089789473684213,16.872578947368417,16.65536842105263,16.43815789473684,16.220947368421054,16.003736842105262,15.786526315789471,15.569315789473682,15.352105263157895,15.134894736842107,14.917684210526314,14.700473684210525,14.483263157894736,14.266052631578946,14.048842105263157,13.831631578947366,13.61442105263158,13.39721052631579,13.18
16.82,16.583684210526318,16.347368421052632,16.111052631578946,15.874736842105262,15.63842105263158,15.402105263157894,15.16578947368421,14.929473684210528,14.693157894736844,14.456842105263158,14.220526315789474,13.984210526315788,13.747894736842106,13.511578947368422,13.275263157894738,13.038947368421052,12.802631578947368,12.566315789473684,12.33
21.278,20.91221052631579,20.546421052631576,20.180631578947363,19.814842105263157,19.449052631578947,19.083263157894734,18.717473684210525,18.351684210526315,17.985894736842106,17.620105263157896,17.254315789473683,16.888526315789473,16.522736842105264,16.15694736842105,15.791157894736841,15.42536842105263,15.059578947368422,14.69378947368421,14.328
34.482,33.79868421052632,33.11536842105263,32.43205263157895,31.748736842105263,31.065421052631578,30.382105263157897,29.698789473684208,29.015473684210527,28.33215789473684,27.648842105263157,26.965526315789475,26.282210526315787,25.598894736842105,24.91557894736842,24.232263157894735,23.54894736842105,22.865631578947365,22.182315789473684,21.499
39.15,38.398526315789475,37.647052631578944,36.89557894736842,36.1441052631579,35.392631578947366,34.64115789473684,33.88968421052631,33.13821052631579,32.386736842105265,31.635263157894734,30.88378947368421,30.132315789473683,29.380842105263156,28.629368421052632,27.8778947368421,27.126421052631578,26.374947368421054,25.623473684210524,24.872
11.481,11.84121052631579,12.201421052631579,12.561631578947368,12.921842105263158,13.282052631578946,13.642263157894735,14.002473684210525,14.362684210526314,14.722894736842104,15.083105263157893,15.443315789473685,15.803526315789473,16.163736842105262,16.52394736842105,16.88415789473684,17.24436842105263,17.60457894736842,17.96478947368421,18.325
20.384,20.805947368421055,21.227894736842106,21.649842105263154,22.071789473684213,22.493736842105264,22.915684210526315,23.337631578947367,23.75957894736842,24.181526315789476,24.603473684210527,25.02542105263158,25.44736842105263,25.869315789473685,26.291263157894736,26.71321052631579,27.135157894736842,27.557105263157894,27.97905263157895,28.401
20.95,21.015473684210527,21.08094736842105,21.146421052631577,21.211894736842105,21.277368421052632,21.34284210526316,21.408315789473683,21.473789473684207,21.539263157894737,21.60473684210526,21.670210526315792,21.735684210526315,21.801157894736843,21.866631578947366,21.932105263157894,21.997578947368417,22.063052631578945,22.128526315789475,22.194
17.872,18.18821052631579,18.504421052631578,18.820631578947367,19.136842105263156,19.45305263157895,19.769263157894738,20.085473684210527,20.401684210526316,20.717894736842105,21.034105263157894,21.350315789473683,21.666526315789476,21.98273684210526,22.298947368421054,22.61515789473684,22.931368421052632,23.24757894736842,23.563789473684206,23.88
26.854,27.03536842105263,27.216736842105263,27.39810526315789,27.579473684210527,27.76084210526316,27.94221052631579,28.12357894736842,28.304947368421054,28.486315789473686,28.667684210526318,28.84905263157895,29.030421052631578,29.211789473684213,29.39315789473684,29.574526315789473,29.755894736842105,29.937263157894737,30.118631578947365,30.3
33.233,33.04136842105263,32.84973684210526,32.65810526315789,32.46647368421052,32.27484210526316,32.08321052631579,31.891578947368416,31.69994736842105,31.508315789473684,31.31668421052631,31.125052631578946,30.933421052631576,30.741789473684207,30.55015789473684,30.358526315789472,30.166894736842103,29.975263157894734,29.783631578947368,29.592
34.824,35.60257894736842,36.38115789473684,37.15973684210526,37.938315789473684,38.71689473684211,39.49547368421052,40.27405263157894,41.05263157894737,41.831210526315786,42.60978947368421,43.38836842105263,44.16694736842105,44.945526315789465,45.724105263157895,46.50268421052631,47.281263157894735,48.05984210526316,48.838421052631574,49.617
11.967,13.110947368421055,14.254894736842104,15.398842105263157,16.54278947368421,17.68673684210526,18.830684210526314,19.974631578947367,21.11857894736842,22.262526315789472,23.406473684210525,24.550421052631577,25.69436842105263,26.838315789473683,27.982263157894735,29.12621052631579,30.27015789473684,31.41410526315789,32.558052631578946,33.702
13.993,14.97584210526316,15.958684210526314,16.941526315789474,17.924368421052634,18.90721052631579,19.890052631578946,20.872894736842106,21.855736842105262,22.838578947368422,23.821421052631578,24.804263157894738,25.787105263157898,26.769947368421054,27.752789473684214,28.73563157894737,29.718473684210526,30.701315789473682,31.684157894736842,32.667
24.671,25.44021052631579,26.20942105263158,26.978631578947365,27.74784210526316,28.51705263157895,29.286263157894737,30.055473684210526,30.824684210526314,31.59389473684211,32.3631052631579,33.13231578947369,33.901526315789475,34.67073684210526,35.43994736842105,36.20915789473685,36.978368421052636,37.747578947368424,38.51678947368421,39.286
15.834,16.626736842105263,17.419473684210526,18.21221052631579,19.004947368421053,19.797684210526317,20.59042105263158,21.38315789473684,22.175894736842103,22.968631578947367,23.761368421052634,24.554105263157897,25.346842105263157,26.13957894736842,26.932315789473684,27.725052631578947,28.51778947368421,29.310526315789474,30.103263157894737,30.896
21.239,21.507052631578947,21.775105263157897,22.043157894736844,22.31121052631579,22.579263157894736,22.847315789473686,23.11536842105263,23.38342105263158,23.65147368421053,23.919526315789476,24.187578947368422,24.45563157894737,24.723684210526315,24.99173684210526,25.25978947368421,25.527842105263158,25.795894736842108,26.06394736842105,26.332
24.934,25.21642105263158,25.498842105263158,25.781263157894735,26.063684210526315,26.346105263157895,26.628526315789475,26.910947368421052,27.193368421052632,27.475789473684213,27.758210526315793,28.04063157894737,28.323052631578946,28.605473684210526,28.887894736842107,29.170315789473683,29.452736842105264,29.735157894736844,30.01757894736842,30.3
31.444,31.035473684210526,30.626947368421053,30.218421052631577,29.809894736842104,29.401368421052634,28.992842105263158,28.58431578947368,28.175789473684212,27.76726315789474,27.358736842105262,26.950210526315786,26.541684210526316,26.13315789473684,25.724631578947367,25.316105263157894,24.90757894736842,24.499052631578945,24.090526315789475,23.682
13.112,13.359526315789473,13.607052631578949,13.85457894736842,14.102105263157895,14.34963157894737,14.597157894736842,14.844684210526315,15.09221052631579,15.339736842105264,15.587263157894737,15.83478947368421,16.082315789473682,16.329842105263157,16.577368421052633,16.824894736842108,17.07242105263158,17.319947368421055,17.56747368421053,17.815
15.097,15.172894736842107,15.24878947368421,15.324684210526314,15.400578947368421,15.476473684210529,15.552368421052632,15.628263157894736,15.704157894736841,15.780052631578949,15.855947368421054,15.931842105263158,16.007736842105263,16.08363157894737,16.159526315789474,16.23542105263158,16.311315789473685,16.38721052631579,16.463105263157896,16.539
19.49,19.120631578947368,18.751263157894737,18.381894736842103,18.012526315789472,17.64315789473684,17.27378947368421,16.904421052631577,16.535052631578946,16.165684210526315,15.796315789473685,15.42694736842105,15.05757894736842,14.688210526315789,14.318842105263158,13.949473684210524,13.580105263157895,13.210736842105263,12.841368421052632,12.472
14.598,14.62484210526316,14.651684210526316,14.678526315789473,14.705368421052633,14.732210526315791,14.75905263157895,14.785894736842106,14.812736842105263,14.839578947368423,14.86642105263158,14.893263157894737,14.920105263157895,14.946947368421053,14.973789473684212,15.000631578947369,15.027473684210527,15.054315789473685,15.081157894736844,15.108
20.897,20.657947368421052,20.418894736842105,20.179842105263155,19.94078947368421,19.701736842105262,19.462684210526316,19.22363157894737,18.98457894736842,18.745526315789476,18.506473684210526,18.267421052631576,18.028368421052633,17.789315789473683,17.550263157894737,17.31121052631579,17.072157894736844,16.833105263157897,16.594052631578947,16.355
29.077,28.64089473684211,28.20478947368421,27.768684210526317,27.332578947368425,26.89647368421053,26.460368421052635,26.024263157894737,25.588157894736845,25.15205263157895,24.715947368421055,24.279842105263157,23.843736842105265,23.40763157894737,22.971526315789475,22.535421052631577,22.099315789473685,21.66321052631579,21.227105263157895,20.791
